Province/State,Country/Region,Lat,Long,Date,Confirmed,Deaths,Recovered,Active_Cases,CFR,Recovery_Rate,Vaccination_Rate,People_Vaccinated,People_Fully_Vaccinated,Total_vaccinations,Tests_Performed,Test_Positivity_Rate
Rio de Janeiro,Brazil,-22.91,-43.17,7/24/2021,3757604,20230,2559952,1177422,0.54,68.13,74.74,9531419,8934086,21958108,41646675,9.02
Maharashtra,India,19.75,75.71,4/26/2022,3004550,10763,1943675,1050112,0.36,64.69,63.46,21257351,14540156,38388681,31225206,9.62
Nuevo León,Mexico,25.67,-100.31,4/16/2021,4445596,100886,2791585,1553125,2.27,62.79,127.73,20661077,19036040,40921083,49560099,8.97
Guangdong,China,23.38,113.43,10/27/2021,1056527,18339,550725,487463,1.74,52.13,54.48,16589207,13299513,32932500,3734679,28.29
Catalonia,Spain,41.39,2.17,9/23/2023,1308731,39062,989239,280430,2.98,75.59,14.63,7212979,3749093,13459034,38746906,3.38
California,USA,36.77,-119.42,2/24/2021,3502643,81284,2200382,1220977,2.32,62.82,53.81,18255156,17853186,39214578,16320243,21.46
Tamil Nadu,India,13.08,80.27,12/14/2021,2114140,87004,1478178,548958,4.12,69.92,290.54,24805326,16385319,42098037,9095071,23.24
Mexico City,Mexico,19.43,-99.13,5/28/2021,605683,15173,345470,245040,2.51,57.04,25.48,6353310,3675521,11038136,86587779,0.7
New York,USA,40.71,-74.01,6/12/2021,4283782,119910,3018431,1145441,2.8,70.46,128.65,10521281,9112639,24438027,95990783,4.46
Delhi,India,28.61,77.21,5/8/2021,3885159,1157,3168597,715405,0.03,81.56,11.03,6743775,5309580,16371465,37482838,10.37
Lombardy,Italy,45.47,9.19,3/31/2021,118054,5607,109610,2837,4.75,92.85,25.36,15201879,13759918,31746084,88555949,0.13
Mexico City,Mexico,19.43,-99.13,4/15/2021,1493119,5241,979192,508686,0.35,65.58,45.35,27070863,21753481,49683337,15012125,9.95
Tamil Nadu,India,13.08,80.27,5/12/2023,3186580,90379,2963717,132484,2.84,93.01,62.02,29145801,23221675,53444677,30483353,10.45
Quebec,Canada,46.81,-71.21,4/3/2023,1445587,9651,739269,696667,0.67,51.14,49.34,23746272,11880882,35774724,59926690,2.41
Madrid,Spain,40.42,-3.7,1/22/2022,4951567,242215,4232294,477058,4.89,85.47,18.4,16267595,13455189,34408501,25187361,19.66
Maharashtra,India,19.75,75.71,8/9/2021,2701751,108659,1435838,1157254,4.02,53.14,4.1,1669605,855346,3321351,53786534,5.02
Lazio,Italy,41.89,12.5,9/15/2021,4746447,118540,2915214,1712693,2.5,61.42,8.61,1835032,1026874,3238821,29193126,16.26
Catalonia,Spain,41.39,2.17,10/10/2021,2357063,91759,1366165,899139,3.89,57.96,5.96,3274391,2339776,6560871,14409311,16.36
Hubei,China,30.58,114.27,5/20/2021,690682,7039,568565,115078,1.02,82.32,16.15,13853493,13223492,31931168,99050792,0.7
São Paulo,Brazil,-23.55,-46.63,6/8/2023,3569100,55212,3019687,494201,1.55,84.61,22.48,15960841,13875591,33034239,49428148,7.22
British Columbia,Canada,49.28,-123.12,2/17/2023,415552,19150,313317,83085,4.61,75.4,4.49,2903838,1455416,5675877,29740898,1.4
Northern Ireland,UK,54.6,-5.93,2/24/2022,3368203,41604,2763974,562625,1.24,82.06,147.41,15838226,10505043,30284825,5098730,66.06
Scotland,UK,55.95,-3.19,5/19/2021,2012528,53240,1641163,318125,2.65,81.55,14.91,7507377,4307725,12906016,61742662,3.26
Maharashtra,India,19.75,75.71,6/13/2021,1546082,47365,1240109,258608,3.06,80.21,25.75,24161317,20196606,48091033,75584392,2.05
New York,USA,40.71,-74.01,6/28/2021,1702355,1183,1178687,522485,0.07,69.24,139.82,24553507,15399001,42493053,11921663,14.28
Wales,UK,51.48,-3.18,9/17/2023,4760720,236732,3705367,818621,4.97,77.83,48.57,24558551,14141208,41303415,19803492,24.04
California,USA,36.77,-119.42,3/26/2023,4764334,123412,3338595,1302327,2.59,70.07,110.81,26561065,19581076,47620321,74217768,6.42
Lazio,Italy,41.89,12.5,9/25/2023,894979,32690,661856,200433,3.65,73.95,41.85,11801259,11788576,25189676,19035693,4.7
Rio de Janeiro,Brazil,-22.91,-43.17,8/26/2021,812238,30983,680051,101204,3.81,83.73,8.72,2618211,2363288,6387113,53346725,1.52
Scotland,UK,55.95,-3.19,3/4/2022,1638254,78088,1393190,166976,4.77,85.04,28.42,25795321,25443585,51753110,55690897,2.94
Jalisco,Mexico,20.67,-103.35,7/6/2023,2750000,108403,2591745,49852,3.94,94.25,57.7,15665404,9833548,28787564,36851390,7.46
Lazio,Italy,41.89,12.5,1/29/2022,644814,4228,359464,281122,0.66,55.75,16.21,3265161,2306426,6492426,814717,79.15
Catalonia,Spain,41.39,2.17,6/10/2021,4341588,136687,3815688,389213,3.15,87.89,31.79,4149365,2789283,9110773,5907438,73.49
Ontario,Canada,43.65,-79.38,4/10/2023,1140794,47894,807117,285783,4.2,70.75,18.93,11915961,11872506,27069592,67718858,1.68
England,UK,51.51,-0.13,12/16/2021,1193995,1674,976028,216293,0.14,81.74,28.31,24213925,12922052,41402389,20839567,5.73
Guangdong,China,23.38,113.43,8/15/2021,3529477,129377,2366068,1034032,3.67,67.04,6.06,5717833,5448521,13233817,71011608,4.97
England,UK,51.51,-0.13,4/23/2023,4262879,183041,2384858,1694980,4.29,55.94,7.41,5203856,4709860,11745708,8597915,49.58
Florida,USA,27.99,-81.76,1/29/2023,2852500,12064,2795447,44989,0.42,98,38.03,25250545,15904360,43941966,77469003,3.68
Saint Petersburg,Russia,59.93,30.33,10/26/2022,1548921,66684,793654,688583,4.31,51.24,15.43,13716982,13418253,29018554,36210939,4.28
Kerala,India,10.85,76.27,4/24/2023,4785319,19127,3402052,1364140,0.4,71.09,90.84,16772697,12445272,30935851,76933430,6.22
Uttar Pradesh,India,26.85,80.91,1/18/2022,3323933,62462,2489221,772250,1.88,74.89,3.99,2170226,1945189,4809664,92225558,3.6
Northern Ireland,UK,54.6,-5.93,12/29/2022,1625809,24810,1196991,404008,1.53,73.62,79.03,23782508,13669467,41343394,36893874,4.41
Kerala,India,10.85,76.27,7/19/2023,4023864,161700,2759109,1103055,4.02,68.57,117.6,16525662,15625856,35356883,22621967,17.79
Ontario,Canada,43.65,-79.38,3/29/2023,2823312,44131,2187183,591998,1.56,77.47,6.44,4521289,2723246,11794181,56806458,4.97
Moscow,Russia,55.75,37.62,7/5/2023,3224246,19252,2399491,805503,0.6,74.42,37.78,19495633,19309375,43750472,20673127,15.6
Hubei,China,30.58,114.27,9/26/2021,4571061,120545,2824377,1626139,2.64,61.79,17.88,3205408,1765817,7555157,87981520,5.2
Rio de Janeiro,Brazil,-22.91,-43.17,8/18/2021,3660589,164000,2760553,736036,4.48,75.41,27.55,4945914,2702648,8417693,19310332,18.96
Jalisco,Mexico,20.67,-103.35,7/15/2022,4043309,21199,2614559,1407551,0.52,64.66,110.21,25504070,18266230,44929408,19573181,20.66
Maharashtra,India,19.75,75.71,4/21/2021,4338995,79961,2851777,1407257,1.84,65.72,0.55,271047,252230,1974037,32427221,13.38
Wales,UK,51.48,-3.18,4/11/2022,3085263,87609,2519138,478516,2.84,81.65,3.43,1245186,911307,4278147,55377232,5.57
Moscow,Russia,55.75,37.62,6/11/2023,1899591,37005,1662944,199642,1.95,87.54,5.72,3291157,1798863,5432270,3352503,56.66
Texas,USA,31.97,-99.9,9/22/2021,1673878,34635,968924,670319,2.07,57.88,15.22,11913400,8517041,21436539,9751955,17.16
Rio de Janeiro,Brazil,-22.91,-43.17,1/14/2022,3977749,70740,2106869,1800140,1.78,52.97,47.87,6717805,4753961,14887873,76319697,5.21
Mexico City,Mexico,19.43,-99.13,2/5/2023,452391,3740,348688,99963,0.83,77.08,43.91,25253134,20207339,45708172,58737907,0.77
Wales,UK,51.48,-3.18,4/17/2021,2651140,77444,2484434,89262,2.92,93.71,52.84,16168854,14342113,32341417,86634232,3.06
Ontario,Canada,43.65,-79.38,3/31/2022,631741,13631,534178,83932,2.16,84.56,32.43,9286010,6901389,19671616,88030920,0.72
Delhi,India,28.61,77.21,3/5/2021,2412847,116669,2014484,281694,4.84,83.49,32.2,26897571,15747220,46945120,80066311,3.01
Madrid,Spain,40.42,-3.7,5/16/2021,2101627,4100,1190979,906548,0.2,56.67,39.18,25696741,22890336,51314334,45729334,4.6
Veneto,Italy,45.44,12.33,3/6/2022,4929349,52335,3437374,1439640,1.06,69.73,126.86,28533489,15300430,47992258,40817232,12.08
Texas,USA,31.97,-99.9,8/13/2022,4732682,48994,4181391,502297,1.04,88.35,249.99,28090018,21395716,52139644,78563759,6.02
Beijing,China,39.9,116.4,8/16/2021,1074081,5216,800834,268031,0.49,74.56,17.25,17163784,9902806,29635528,27782371,3.87
Delhi,India,28.61,77.21,8/7/2021,1104535,26590,730613,347332,2.41,66.15,11.87,5617496,4671696,14519095,11487423,9.62
Guangdong,China,23.38,113.43,2/17/2023,4732344,21035,3784426,926883,0.44,79.97,45.29,9917929,5995801,17039797,50399288,9.39
Mexico City,Mexico,19.43,-99.13,4/28/2022,360317,11278,262192,86847,3.13,72.77,117.69,11178820,10818580,22825825,18062072,1.99
Beijing,China,39.9,116.4,4/11/2022,3260457,4715,2485696,770046,0.14,76.24,45.97,28721907,24981980,54675473,41998074,7.76
Kerala,India,10.85,76.27,7/18/2022,2243220,14666,1408968,819586,0.65,62.81,106.12,12943633,12026750,27570919,57516832,3.9
California,USA,36.77,-119.42,10/1/2021,4322871,59011,2167753,2096107,1.37,50.15,18.02,16178800,12426459,31414511,94994599,4.55
Wales,UK,51.48,-3.18,11/9/2022,441982,13049,249528,179405,2.95,56.46,30.24,20038390,16084795,40080880,26815417,1.65
Madrid,Spain,40.42,-3.7,8/9/2021,4155125,148796,3607755,398574,3.58,86.83,15.48,11813462,6872332,21620707,39245605,10.59
Saint Petersburg,Russia,59.93,30.33,4/6/2023,4039861,188284,2198715,1652862,4.66,54.43,30.86,15334969,8780227,27952173,96125736,4.2
Madrid,Spain,40.42,-3.7,3/6/2021,760160,5887,563128,191145,0.77,74.08,9.36,8389709,5429137,16179603,80863969,0.94
Saint Petersburg,Russia,59.93,30.33,2/1/2022,3977958,153913,2099233,1724812,3.87,52.77,32.49,12736040,12388329,26345026,87073498,4.57
Delhi,India,28.61,77.21,7/13/2023,2849402,139183,2511586,198633,4.88,88.14,35.5,10664866,9256080,22279869,50358730,5.66
Hubei,China,30.58,114.27,6/21/2022,266314,4042,183632,78640,1.52,68.95,1.2,869982,454168,3907303,43914016,0.61
California,USA,36.77,-119.42,8/12/2021,3577126,52903,1849210,1675013,1.48,51.7,74.17,11939861,10000039,23330071,83004440,4.31
Moscow,Russia,55.75,37.62,9/25/2021,4609483,185531,2611365,1812587,4.02,56.65,11.77,10971724,7060390,21972973,42515717,10.84
Shanghai,China,31.23,121.47,6/23/2021,3723018,102849,3136049,484120,2.76,84.23,31.54,13260749,9615535,25667006,75977347,4.9
Wales,UK,51.48,-3.18,3/12/2023,370667,6625,347531,16511,1.79,93.76,12.94,9331168,5146041,18250466,80703592,0.46
Catalonia,Spain,41.39,2.17,4/3/2022,1676626,18866,1587165,70595,1.13,94.66,29.81,17395581,13702992,34096227,36996389,4.53
Maharashtra,India,19.75,75.71,5/8/2022,2552443,87959,2205924,258560,3.45,86.42,39.49,28938630,17305678,49857884,4863059,52.49
Jalisco,Mexico,20.67,-103.35,6/9/2022,852637,25036,512182,315419,2.94,60.07,206.24,22451489,17208850,42425014,29159975,2.92
Delhi,India,28.61,77.21,12/30/2021,2303187,24244,1684704,594239,1.05,73.15,25.28,9788250,9094001,23164096,30230609,7.62
England,UK,51.51,-0.13,12/24/2021,1171513,29721,1093107,48685,2.54,93.31,8.03,4139589,2529892,10880132,35425603,3.31
Florida,USA,27.99,-81.76,7/15/2021,3744435,17609,3568695,158131,0.47,95.31,33.07,28076760,14555654,43643692,62312151,6.01
Veneto,Italy,45.44,12.33,7/22/2023,2946583,122233,1795179,1029171,4.15,60.92,83.64,21998559,20860753,44136703,79704533,3.7
Tamil Nadu,India,13.08,80.27,9/6/2022,190457,9168,127379,53910,4.81,66.88,13.62,9846194,6492067,18438557,32466305,0.59
Beijing,China,39.9,116.4,1/10/2022,3481262,129573,3168417,183272,3.72,91.01,231.29,18277787,11962695,30240540,80986426,4.3
Rio de Janeiro,Brazil,-22.91,-43.17,3/26/2023,847404,7909,542287,297208,0.93,63.99,11.81,6979289,6880703,17869629,88535274,0.96
Wales,UK,51.48,-3.18,9/29/2022,139744,6738,85831,47175,4.82,61.42,10.76,8496592,6791690,19743086,99664851,0.14
Ontario,Canada,43.65,-79.38,8/23/2021,3427130,130220,2517651,779259,3.8,73.46,11.83,1753786,1648819,5689222,36491696,9.39
Delhi,India,28.61,77.21,3/16/2023,1369852,18228,717503,634121,1.33,52.38,36.34,23210473,22459308,46006304,2994271,45.75
Scotland,UK,55.95,-3.19,9/11/2022,1197633,15066,1128086,54481,1.26,94.19,35.07,8253890,4945247,17201794,59969048,2
England,UK,51.51,-0.13,10/18/2022,1709361,53056,1438979,217326,3.1,84.18,80.87,19488891,12824536,33725684,47874224,3.57
Guangdong,China,23.38,113.43,3/31/2021,4399700,71820,3539529,788351,1.63,80.45,100.38,5626887,4846591,11872610,40311810,10.91
Delhi,India,28.61,77.21,8/5/2022,4134535,170718,2743766,1220051,4.13,66.36,33.06,28795712,15668741,49395588,72204519,5.73
Florida,USA,27.99,-81.76,9/3/2022,3225013,107418,3056710,60885,3.33,94.78,74.07,29984704,28068815,59922990,90521178,3.56
Veneto,Italy,45.44,12.33,11/3/2021,1623993,70216,1532714,21063,4.32,94.38,40.51,15925219,11464951,31915251,31540939,5.15
Beijing,China,39.9,116.4,4/15/2023,2629440,59948,1859766,709726,2.28,70.73,29.08,23865786,21790631,48174024,19150512,13.73
Madrid,Spain,40.42,-3.7,3/26/2021,3405048,97112,3184999,122937,2.85,93.54,12.68,7787312,5020809,16537493,5224547,65.17
British Columbia,Canada,49.28,-123.12,9/27/2022,163464,1914,126073,35477,1.17,77.13,40.98,25971579,14904753,42747830,38915972,0.42
Rio de Janeiro,Brazil,-22.91,-43.17,3/17/2021,120246,1861,76895,41490,1.55,63.95,88.6,24543285,21220648,47143345,77198545,0.16
Saint Petersburg,Russia,59.93,30.33,5/25/2022,1219465,13020,839101,367344,1.07,68.81,9.44,7150668,5023840,14225186,95020066,1.28
Maharashtra,India,19.75,75.71,12/29/2022,936740,3072,848268,85400,0.33,90.56,2.72,1831575,1545816,7176408,45348469,2.07
Wales,UK,51.48,-3.18,6/16/2021,4792077,153802,2941762,1696513,3.21,61.39,16.75,14637839,14283998,29922208,55060585,8.7
England,UK,51.51,-0.13,1/27/2021,852601,1449,672584,178568,0.17,78.89,25.18,7080684,5120241,14924482,25380825,3.36
Rio de Janeiro,Brazil,-22.91,-43.17,5/7/2023,461518,19959,313493,128066,4.32,67.93,56.61,24269623,18660111,47755727,30248289,1.53
Uttar Pradesh,India,26.85,80.91,9/21/2023,2472053,10210,1379855,1081988,0.41,55.82,28.45,28068429,25063783,54158181,28163382,8.78
Hubei,China,30.58,114.27,10/20/2022,2686756,89549,1799450,797757,3.33,66.97,26.73,26019503,25836869,53898566,17115550,15.7
Shanghai,China,31.23,121.47,12/25/2022,1016276,43661,931114,41501,4.3,91.62,9.45,7947189,6854979,16100405,23672476,4.29
New York,USA,40.71,-74.01,2/2/2022,4158735,71277,3953445,134013,1.71,95.06,15.42,8141385,4623705,15332073,43060558,9.66
Lazio,Italy,41.89,12.5,1/26/2023,3637816,3689,2460268,1173859,0.1,67.63,20.04,8992682,8897100,20407514,13993341,26
Madrid,Spain,40.42,-3.7,7/19/2022,201013,9356,109259,82398,4.65,54.35,0.95,873015,819273,2568825,25009068,0.8
Northern Ireland,UK,54.6,-5.93,7/2/2023,4078426,24306,2994116,1060004,0.6,73.41,23.43,16914750,11545857,31622056,74446953,5.48
Wales,UK,51.48,-3.18,9/20/2023,3522120,22080,2840307,659733,0.63,80.64,60.06,20369269,19375561,41722456,57931472,6.08
Saint Petersburg,Russia,59.93,30.33,2/27/2021,391971,7180,220819,163972,1.83,56.34,43.13,23166838,19458488,45694731,16969335,2.31
Kerala,India,10.85,76.27,2/2/2021,1188025,32790,1015235,140000,2.76,85.46,32.77,23704967,21544852,48796024,36950176,3.22
Lombardy,Italy,45.47,9.19,12/12/2022,4627114,130135,3724490,772489,2.81,80.49,82.41,9688087,6868528,17673901,2574461,179.73
Guangdong,China,23.38,113.43,4/28/2023,988945,844,563254,424847,0.09,56.96,66.18,3960430,3201035,9510723,83184267,1.19
Beijing,China,39.9,116.4,7/26/2021,1704363,9751,933245,761367,0.57,54.76,42.38,20714231,18546319,39582323,624276,273.01
Maharashtra,India,19.75,75.71,2/3/2021,2074473,81323,1142861,850289,3.92,55.09,22.53,20498690,13877035,37428766,85299801,2.43
Hubei,China,30.58,114.27,8/17/2023,1894251,85244,1654420,154587,4.5,87.34,33.31,5176238,2670635,12811626,71462693,2.65
British Columbia,Canada,49.28,-123.12,2/27/2022,4009014,22668,2628643,1357703,0.57,65.57,5.91,5310290,3769923,12615255,2782103,144.1
California,USA,36.77,-119.42,5/6/2022,3382341,147644,3179103,55594,4.37,93.99,77.24,16771805,13855853,31002306,21153118,15.99
Scotland,UK,55.95,-3.19,8/24/2021,4023965,45867,3019153,958945,1.14,75.03,14.85,14803061,8856862,26353610,16456497,24.45
Veneto,Italy,45.44,12.33,12/28/2022,3040102,106600,1598992,1334510,3.51,52.6,134.67,10586507,7113316,21078111,6267125,48.51
Catalonia,Spain,41.39,2.17,2/6/2023,663262,17845,359296,286121,2.69,54.17,36.51,8899141,7917127,21274882,90451917,0.73
Ontario,Canada,43.65,-79.38,2/1/2023,3421258,125510,2430086,865662,3.67,71.03,16.88,9422808,8894452,18720169,39780313,8.6
Veneto,Italy,45.44,12.33,1/24/2022,1146723,14213,619930,512580,1.24,54.06,90.6,20495311,16210007,38374676,16609754,6.9
Veneto,Italy,45.44,12.33,7/22/2021,550535,27515,457714,65306,5,83.14,55.06,28480158,24162757,53694094,42277005,1.3
Rio de Janeiro,Brazil,-22.91,-43.17,4/27/2021,1298540,40715,702798,555027,3.14,54.12,29.54,15243162,14685812,33163353,64819584,2
Quebec,Canada,46.81,-71.21,3/29/2023,2647819,66598,2442043,139178,2.52,92.23,44.99,14836046,12585378,32023100,47147010,5.62
Lazio,Italy,41.89,12.5,8/22/2021,4455195,54021,2991676,1409498,1.21,67.15,37.27,18974814,18436693,38900155,16391913,27.18
Lombardy,Italy,45.47,9.19,5/11/2022,3756838,104432,2331437,1320969,2.78,62.06,22.92,22286022,12920528,36872819,29427819,12.77
Beijing,China,39.9,116.4,1/6/2023,1222847,6901,762382,453564,0.56,62.34,12.17,10610359,9935697,21714792,91581121,1.34
Madrid,Spain,40.42,-3.7,11/21/2021,3978188,143538,2472730,1361920,3.61,62.16,13.58,7354268,5294866,15102858,4477678,88.84
Lazio,Italy,41.89,12.5,8/15/2022,3202594,24597,2520220,657777,0.77,78.69,0.8,343825,272566,4501760,36121444,8.87
Tamil Nadu,India,13.08,80.27,5/9/2021,1090457,54499,638234,397724,5,58.53,14.57,6481669,4909703,15003050,13121312,8.31
Tamil Nadu,India,13.08,80.27,1/28/2022,3444569,142858,2906271,395440,4.15,84.37,53.88,9508222,7043209,20075464,51693881,6.66
New York,USA,40.71,-74.01,6/9/2023,4848199,200585,3788963,858651,4.14,78.15,32.19,20030041,18922778,41029847,25565438,18.96
Amazonas,Brazil,-3.07,-60.02,3/21/2021,3735313,9072,1893009,1833232,0.24,50.68,35.55,21556950,19964871,43064284,46276963,8.07
England,UK,51.51,-0.13,12/23/2021,3177996,150887,2276466,750643,4.75,71.63,28.55,25339384,12905601,39700835,23072155,13.77
Catalonia,Spain,41.39,2.17,12/4/2022,349017,5600,332165,11252,1.6,95.17,25.71,7248817,3789214,14089619,67345321,0.52
British Columbia,Canada,49.28,-123.12,5/23/2022,1556935,6870,1542768,7297,0.44,99.09,1.75,1137714,1007213,2993091,92102683,1.69
Delhi,India,28.61,77.21,9/4/2023,1929500,11491,1532476,385533,0.6,79.42,22.6,14476138,12147880,30365679,67854103,2.84
British Columbia,Canada,49.28,-123.12,12/11/2022,1404608,55330,790493,558785,3.94,56.28,98.55,27736107,21618170,52199697,59573374,2.36
São Paulo,Brazil,-23.55,-46.63,6/29/2023,2481241,116130,1779452,585659,4.68,71.72,53.18,13639842,8033985,23598096,31541324,7.87
Saint Petersburg,Russia,59.93,30.33,1/15/2022,4248075,134450,2290299,1823326,3.16,53.91,88.89,25000335,22315034,52087808,98778326,4.3
Mexico City,Mexico,19.43,-99.13,2/10/2022,1332559,50788,820241,461530,3.81,61.55,34.59,13462787,13233559,28375442,85869018,1.55
Scotland,UK,55.95,-3.19,2/11/2023,4967460,11692,4811939,143829,0.24,96.87,4.41,2495499,2041227,8154721,18221675,27.26
Delhi,India,28.61,77.21,6/25/2022,2383153,109754,1914151,359248,4.61,80.32,47.56,17414890,9251334,29830411,69363819,3.44
New York,USA,40.71,-74.01,3/22/2021,4937132,121727,2682054,2133351,2.47,54.32,61.45,29137312,23439301,53918904,94032255,5.25
Scotland,UK,55.95,-3.19,7/24/2022,1455612,30316,1261414,163882,2.08,86.66,17.65,11703696,9144572,25289344,22022441,6.61
Madrid,Spain,40.42,-3.7,2/14/2021,4491319,44321,4380564,66434,0.99,97.53,28.53,8675992,7533323,16399051,64700881,6.94
Kerala,India,10.85,76.27,10/7/2022,4342958,113397,3803146,426415,2.61,87.57,21.9,5379896,5010953,10870923,68804398,6.31
Hubei,China,30.58,114.27,4/16/2021,44005,1965,41601,439,4.47,94.54,161.27,15811789,14822569,35409470,11019583,0.4
Nuevo León,Mexico,25.67,-100.31,6/21/2022,793729,31511,623753,138465,3.97,78.59,21.48,4290853,2979647,10124846,66227643,1.2
Nuevo León,Mexico,25.67,-100.31,11/19/2021,273732,4719,224779,44234,1.72,82.12,15.36,7778440,4948007,13259343,90314829,0.3
England,UK,51.51,-0.13,11/24/2022,996752,25959,785003,185790,2.6,78.76,96.5,29357703,15658489,47910692,20558030,4.85
Beijing,China,39.9,116.4,1/4/2022,4934250,170985,4472249,291016,3.47,90.64,11.8,7460773,6703692,18455197,40897402,12.06
Hubei,China,30.58,114.27,8/21/2023,726424,6712,717217,2495,0.92,98.73,40.47,15766201,13449291,29600171,60510280,1.2
Tamil Nadu,India,13.08,80.27,4/4/2021,4999768,120824,4528544,350400,2.42,90.58,6.47,4728673,3935904,9686978,78046412,6.41
Amazonas,Brazil,-3.07,-60.02,8/30/2022,1500888,35317,1111112,354459,2.35,74.03,29.15,12126225,8922561,22031694,61696532,2.43
Amazonas,Brazil,-3.07,-60.02,12/5/2021,3680568,102594,3154289,423685,2.79,85.7,22.62,12341333,12026734,28831444,53789551,6.84
Guangdong,China,23.38,113.43,2/14/2022,2392289,93515,1974822,323952,3.91,82.55,14.58,9883114,7764868,21046110,86538586,2.76
Amazonas,Brazil,-3.07,-60.02,11/4/2021,4816517,26869,4281880,507768,0.56,88.9,11.81,10463569,8948811,20980103,15826579,30.43
Shanghai,China,31.23,121.47,9/24/2022,3489876,81922,2019726,1388228,2.35,57.87,48.77,28781402,26377383,56093710,73920564,4.72
Veneto,Italy,45.44,12.33,8/15/2022,816530,7442,626753,182335,0.91,76.76,27.82,15636450,8308079,25312260,44104762,1.85
California,USA,36.77,-119.42,7/6/2023,2434193,59044,1640228,734921,2.43,67.38,11.74,5879501,4846347,15712211,72440272,3.36
Jalisco,Mexico,20.67,-103.35,9/12/2023,1039735,23154,668523,348058,2.23,64.3,31.82,26135117,13971156,44526320,59961897,1.73
Florida,USA,27.99,-81.76,5/7/2022,2907274,131502,2732948,42824,4.52,94,24.52,8630224,8458151,22024711,75006606,3.88
